,CR_id,amount,CR_status,CR_created_at,CR_updated_at,user_id,moderated_at,deleted_account_id,reimbursement_date,cash_request_received_date,money_back_date,transfer_type,send_at,recovery_status,reco_creation,reco_last_update,F_id,type,F_status,category,total_amount,reason,F_created_at,F_updated_at,paid_at,from_date,to_date,charge_moment
8683,1187,100.0,money_back,2020-04-15 06:54:42.204555+00,2020-11-04 12:55:35.975647+00,,2020-04-15 12:00:33.22276+00,1993.0,2020-05-03 22:00:00+00,2020-04-17,2020-05-12 20:20:55.23388+00,regular,,,,,,,,,,,,,,,,
8684,564,100.0,money_back,2020-01-30 16:28:47.135914+00,2020-11-04 12:55:47.959705+00,1083.0,2020-01-30 17:57:58.771769+00,,2020-03-19 23:00:00+00,2020-01-31,2020-09-02 22:00:00+00,regular,,completed,2020-03-24 20:40:46.422308+00,2020-03-31 16:05:16.560431+00,,,,,,,,,,,,
8685,826,100.0,money_back,2020-03-09 07:08:02.181669+00,2020-11-04 12:55:37.099544+00,400.0,2020-03-09 09:38:45.766394+00,,2020-03-29 22:00:00+00,2020-03-10,2020-04-07 20:22:05.37978+00,regular,,,,,,,,,,,,,,,,
8686,784,100.0,money_back,2020-03-03 09:37:01.739381+00,2020-11-04 12:55:37.222741+00,161.0,2020-03-03 13:32:13.732087+00,,2020-03-25 23:00:00+00,2020-03-05,2020-04-02 16:28:32.369104+00,regular,,,,,,,,,,,,,,,,
8687,287,100.0,money_back,2019-12-22 14:10:46.451332+00,2020-11-04 12:55:37.287785+00,2011.0,2019-12-23 08:51:29.013881+00,,2020-01-02 23:00:00+00,2019-12-24,,regular,,,,,,,,,,,,,,,,
8688,1649,100.0,money_back,2020-05-09 07:06:43.416292+00,2020-11-04 12:55:03.712769+00,397.0,2020-05-09 13:21:32.279337+00,,2020-05-31 22:00:00+00,2020-05-12,2020-06-09 22:50:23.017144+00,regular,,,,,,,,,,,,,,,,
8690,585,100.0,money_back,2020-02-01 14:28:05.245256+00,2020-11-04 12:55:58.358304+00,3046.0,2020-02-01 17:23:44.907153+00,,2020-03-26 23:00:00+00,2020-02-04,2020-04-04 20:22:20.9059+00,regular,,,,,,,,,,,,,,,,
8691,342,100.0,money_back,2019-12-30 12:56:57.764249+00,2020-11-04 12:55:07.535697+00,2274.0,2019-12-30 13:34:31.187845+00,,2020-01-08 23:00:00+00,2019-12-31,,regular,,,,,,,,,,,,,,,,
8693,1198,100.0,money_back,2020-04-15 12:36:10.463365+00,2020-11-04 12:55:37.348449+00,3287.0,2020-04-16 09:48:57.738625+00,,2020-04-27 22:00:00+00,2020-04-17,2020-05-06 20:46:36.000868+00,regular,,,,,,,,,,,,,,,,
8694,743,100.0,money_back,2020-02-27 09:12:35.237792+00,2020-11-04 12:55:50.699085+00,2530.0,2020-02-27 15:22:55.12027+00,,2020-03-29 22:00:00+00,2020-02-29,2020-04-07 20:22:12.051451+00,regular,,,,,,,,,,,,,,,,
8695,932,100.0,money_back,2020-03-17 15:06:59.757671+00,2020-11-04 12:55:37.528817+00,1779.0,2020-03-17 16:16:29.062577+00,,2020-04-13 22:00:00+00,2020-03-19,2020-04-22 20:50:58.061335+00,regular,,,,,,,,,,,,,,,,
8696,98,100.0,money_back,2019-12-11 16:06:03.135246+00,2020-11-04 12:56:00.655066+00,508.0,2019-12-11 17:21:03.340978+00,,2019-12-29 23:00:00+00,2019-12-12,,regular,,,,,,,,,,,,,,,,
8697,1498,100.0,money_back,2020-05-01 05:13:23.883947+00,2020-11-04 12:55:08.797367+00,8540.0,2020-05-01 10:38:09.969699+00,,2020-05-10 22:00:00+00,2020-05-04,2020-05-19 20:06:26.69224+00,regular,,,,,,,,,,,,,,,,
8698,86,100.0,money_back,2019-12-11 07:33:53.889687+00,2020-11-04 12:55:08.918491+00,297.0,2019-12-11 17:04:07.592286+00,,2019-12-26 23:00:00+00,2019-12-12,,regular,,,,,,,,,,,,,,,,
8699,1699,100.0,money_back,2020-05-12 15:20:24.901237+00,2020-11-04 12:54:54.827337+00,2141.0,2020-05-13 08:42:25.272793+00,,2020-05-25 22:00:00+00,2020-05-13,2020-06-03 20:25:45.31913+00,regular,,,,,,,,,,,,,,,,
8700,1043,100.0,money_back,2020-04-04 20:19:08.386119+00,2020-11-04 12:55:37.963686+00,1946.0,2020-04-05 23:22:17.891157+00,,2020-04-28 22:00:00+00,2020-04-07,2020-05-07 21:11:01.890767+00,regular,,,,,,,,,,,,,,,,
8701,1034,100.0,money_back,2020-04-03 13:35:38.831286+00,2020-11-04 12:55:10.027157+00,778.0,2020-04-08 10:04:55.073445+00,,2020-05-05 22:00:00+00,2020-04-10,2020-05-14 21:05:09.64871+00,regular,,,,,,,,,,,,,,,,
8702,983,100.0,money_back,2020-03-24 23:54:31.737119+00,2020-11-04 12:55:53.355272+00,2562.0,2020-03-25 10:59:27.995482+00,,2020-04-22 22:00:00+00,2020-03-27,2020-05-01 22:01:18.054166+00,regular,,,,,,,,,,,,,,,,
8703,558,40.0,money_back,2020-01-30 11:50:51.733519+00,2020-11-04 12:55:54.144852+00,1055.0,2020-01-30 12:57:25.501771+00,,2020-04-05 22:00:00+00,2020-02-01,2020-04-14 20:25:45.271865+00,regular,,,,,,,,,,,,,,,,
8704,876,100.0,money_back,2020-03-14 11:28:35.854629+00,2020-11-04 12:55:36.845708+00,1218.0,2020-03-14 11:55:21.366331+00,,2020-04-06 22:00:00+00,2020-03-17,2020-04-15 20:51:06.92766+00,regular,,,,,,,,,,,,,,,,
8705,73,100.0,money_back,2019-12-10 20:55:38.568076+00,2020-11-04 12:55:38.088058+00,227.0,2019-12-11 14:26:55.541661+00,,2019-12-30 23:00:00+00,2019-12-12,,regular,,,,,,,,,,,,,,,,
8706,301,100.0,money_back,2019-12-24 09:15:46.25297+00,2020-11-04 12:55:55.087092+00,,2019-12-24 13:06:03.016529+00,435.0,2020-02-27 23:00:00+00,2019-12-28,2020-04-18 13:51:07.809537+00,regular,,completed,2020-03-20 14:12:53.337936+00,2020-04-18 13:51:07.81689+00,,,,,,,,,,,,
8707,382,100.0,money_back,2020-01-06 12:51:40.669756+00,2020-11-04 12:55:55.524619+00,,2020-01-07 10:19:30.794565+00,3256.0,2020-04-05 22:00:00+00,2020-01-08,2020-04-14 20:26:09.997169+00,regular,,,,,,,,,,,,,,,,
8708,665,100.0,money_back,2020-02-11 11:30:41.119618+00,2020-11-04 12:54:55.914736+00,1776.0,2020-02-11 13:29:35.314152+00,,2020-03-01 23:00:00+00,2020-02-13,2020-03-10 21:30:41.482307+00,regular,,,,,,,,,,,,,,,,
8709,729,100.0,money_back,2020-02-24 18:22:32.748071+00,2020-11-04 12:55:37.031376+00,2653.0,2020-02-25 11:16:04.781987+00,,2020-02-27 23:00:00+00,2020-02-26,,regular,,,,,,,,,,,,,,,,
8710,716,100.0,money_back,2020-02-22 06:06:11.29157+00,2020-11-04 12:55:38.766953+00,2329.0,2020-02-22 15:57:30.407597+00,,2020-03-15 23:00:00+00,2020-02-25,2020-03-24 23:40:45.49271+00,regular,,,,,,,,,,,,,,,,
8711,294,100.0,direct_debit_rejected,2019-12-23 15:15:32.083646+00,2021-01-28 22:20:49.69917+00,1518.0,2019-12-24 12:59:54.244351+00,,2020-02-24 23:00:00+00,2019-12-28,2020-12-23 14:22:30.805412+00,regular,,pending,2020-03-20 14:12:53.333122+00,2021-01-28 22:20:49.71859+00,,,,,,,,,,,,
8712,225,100.0,money_back,2019-12-18 11:32:17.109182+00,2020-11-04 12:55:24.958267+00,92.0,2019-12-18 14:18:45.940481+00,,2019-12-30 23:00:00+00,2019-12-20,,regular,,,,,,,,,,,,,,,,
8713,882,100.0,money_back,2020-03-15 07:28:28.565595+00,2020-11-04 12:55:44.660962+00,2738.0,2020-03-15 15:52:30.119631+00,,2020-04-14 22:00:00+00,2020-03-17,2020-04-23 21:15:40.463055+00,regular,,,,,,,,,,,,,,,,
8714,942,100.0,money_back,2020-03-18 20:09:01.479473+00,2020-11-04 12:55:54.08354+00,2197.0,2020-03-19 10:33:38.769046+00,,2020-04-05 22:00:00+00,2020-03-20,2020-04-14 20:25:30.291307+00,regular,,,,,,,,,,,,,,,,
8715,938,20.0,money_back,2020-03-18 12:33:41.04856+00,2020-11-04 12:55:55.217571+00,1715.0,2020-03-18 15:18:23.127174+00,,2020-04-02 22:00:00+00,2020-03-20,2020-04-11 22:02:37.874541+00,regular,,,,,,,,,,,,,,,,
8716,807,100.0,money_back,2020-03-06 20:26:36.269896+00,2020-11-04 12:55:46.467789+00,3383.0,2020-03-07 13:40:22.247969+00,,2020-04-06 22:00:00+00,2020-03-10,2020-04-15 20:50:40.861179+00,regular,,,,,,,,,,,,,,,,
8717,851,100.0,money_back,2020-03-11 16:41:43.089987+00,2020-11-04 12:55:47.295754+00,4582.0,2020-03-12 11:00:31.963633+00,,2020-04-13 22:00:00+00,2020-03-14,2020-04-22 20:51:13.119201+00,regular,,,,,,,,,,,,,,,,
8718,6692,100.0,money_back,2020-07-05 18:53:51.457836+00,2020-12-18 13:08:34.125714+00,7893.0,2020-07-06 15:53:51.87151+00,,2020-08-06 22:00:00+00,2020-07-08,2020-08-05 22:00:00+00,regular,,,,,,,,,,,,,,,,
8719,1271,100.0,money_back,2020-04-17 18:23:02.094039+00,2020-11-04 12:55:13.512195+00,6858.0,2020-04-18 17:31:49.744514+00,,2020-05-03 22:00:00+00,2020-04-21,2020-05-12 20:20:13.853204+00,regular,,,,,,,,,,,,,,,,
8720,302,100.0,money_back,2019-12-24 12:17:24.750783+00,2020-11-04 12:55:37.40846+00,872.0,2019-12-24 13:06:37.940431+00,,2020-01-06 23:00:00+00,2019-12-28,,regular,,,,,,,,,,,,,,,,
8721,355,100.0,money_back,2019-12-31 23:56:23.9727+00,2020-11-04 12:55:37.651979+00,1055.0,2020-01-02 13:42:13+00,,2020-01-23 23:00:00+00,2020-01-04,,regular,,,,,,,,,,,,,,,,
8722,824,60.0,money_back,2020-03-08 14:01:05.14633+00,2020-11-04 12:55:09.437942+00,526.0,2020-03-08 14:57:10.702615+00,,2020-03-15 23:00:00+00,2020-03-10,2020-03-24 23:40:44.989026+00,regular,,,,,,,,,,,,,,,,
8723,140,100.0,money_back,2019-12-13 11:46:36.004149+00,2020-11-04 12:55:48.300985+00,1043.0,2019-12-13 16:10:51.09283+00,,2019-12-26 23:00:00+00,2019-12-16,2020-04-01 09:04:20.583422+00,regular,,completed,2020-03-30 22:30:36.649642+00,2020-03-31 16:05:16.578248+00,,,,,,,,,,,,
8724,1026,100.0,money_back,2020-04-02 13:35:23.809227+00,2020-11-04 12:55:53.413855+00,1512.0,2020-04-02 14:00:07.441992+00,,2020-05-03 22:00:00+00,2020-04-04,2020-05-12 20:21:15.678927+00,regular,,,,,,,,,,,,,,,,
8725,1701,50.0,money_back,2020-05-12 16:15:24.468469+00,2020-11-04 12:55:13.872095+00,2967.0,2020-05-13 08:44:59.787116+00,,2020-05-25 22:00:00+00,2020-05-13,2020-06-03 20:25:48.162068+00,regular,,,,,,,,,,,,,,,,
8726,747,100.0,money_back,2020-02-27 14:03:46.561542+00,2020-11-04 12:55:10.296442+00,3225.0,2020-02-27 15:27:02.177321+00,,2020-03-26 23:00:00+00,2020-02-29,2020-04-04 20:23:00.56255+00,regular,,,,,,,,,,,,,,,,
8727,407,100.0,money_back,2020-01-08 08:35:37.466583+00,2020-11-04 12:55:37.712638+00,896.0,2020-01-10 07:39:21.726921+00,,2020-02-03 23:00:00+00,2020-01-11,,regular,,,,,,,,,,,,,,,,
8728,1045,100.0,money_back,2020-04-05 00:14:04.288317+00,2020-11-04 12:55:37.836762+00,235.0,2020-04-05 23:20:47.949833+00,,2020-04-26 22:00:00+00,2020-04-07,2020-05-05 20:27:18.952232+00,regular,,,,,,,,,,,,,,,,
8729,25205,50.0,rejected,2020-10-27 13:26:58.187573+00,2020-10-27 18:05:34.381486+00,,2020-10-27 18:05:34.374325+00,18046.0,2020-11-11 23:51:00+00,,,instant,2020-10-27 13:27:05.232992+00,,,,,,,,,,,,,,,
8730,1176,100.0,money_back,2020-04-14 22:43:33.79714+00,2020-11-04 12:55:13.257309+00,1085.0,2020-04-15 10:11:47.268839+00,,2020-05-04 22:00:00+00,2020-04-17,2020-05-13 20:41:02.439955+00,regular,,,,,,,,,,,,,,,,
8731,919,100.0,money_back,2020-03-17 08:05:03.566844+00,2020-11-04 12:55:24.842462+00,4543.0,2020-03-17 16:30:41.8632+00,,2020-04-05 22:00:00+00,2020-03-18,2020-04-14 20:25:29.192444+00,regular,,,,,,,,,,,,,,,,
8732,526,50.0,money_back,2020-01-28 14:36:52.985074+00,2020-11-04 12:55:23.736+00,2739.0,2020-01-28 15:26:58.072887+00,,2020-04-13 22:00:00+00,2020-01-29,2020-04-20 15:23:10.582386+00,regular,,completed,2020-04-16 21:16:11.079258+00,2020-04-20 15:23:10.590233+00,,,,,,,,,,,,
8733,47,100.0,direct_debit_rejected,2019-12-10 19:29:51.779795+00,2020-12-20 22:10:18.510521+00,83.0,2019-12-11 10:12:16.288454+00,,2020-02-05 23:00:00+00,2019-12-10,,regular,,pending,2020-03-20 14:12:53.29396+00,2020-12-20 22:10:18.524494+00,,,,,,,,,,,,
8734,26903,50.0,rejected,2020-11-01 10:54:57.095565+00,2020-11-01 13:18:45.027928+00,,2020-11-01 13:18:45.021923+00,18049.0,2020-11-11 10:55:33.228521+00,,,instant,2020-11-01 10:55:33.228521+00,,,,,,,,,,,,,,,
8736,1259,100.0,money_back,2020-04-17 10:54:22.959541+00,2020-11-04 12:55:15.082296+00,1870.0,2020-04-17 17:14:28.907529+00,,2020-05-04 22:00:00+00,2020-04-21,2020-05-13 20:40:52.287708+00,regular,,,,,,,,,,,,,,,,
8737,1562,100.0,money_back,2020-05-05 08:17:07.434635+00,2020-11-04 12:54:56.661269+00,2877.0,2020-05-05 08:54:51.771079+00,,2020-05-27 22:00:00+00,2020-05-06,2020-06-05 21:06:02.066528+00,regular,,,,,,,,,,,,,,,,
8738,3258,100.0,money_back,2020-06-13 16:39:26.514944+00,2020-12-18 13:08:34.145815+00,7641.0,2020-06-13 17:31:17.753051+00,,2020-07-06 22:00:00+00,2020-06-16,2020-07-07 22:00:00+00,regular,,,,,,,,,,,,,,,,
8742,1460,100.0,money_back,2020-04-29 21:00:31.135361+00,2020-11-04 12:55:15.145439+00,8087.0,2020-04-30 14:55:21.894236+00,,2020-05-10 22:00:00+00,2020-05-03,2020-05-19 20:06:18.519092+00,regular,,,,,,,,,,,,,,,,
8743,1415,100.0,money_back,2020-04-28 13:47:28.237007+00,2020-11-04 12:55:13.931911+00,2779.0,2020-04-28 14:02:13.927515+00,,2020-05-10 22:00:00+00,2020-04-30,2020-05-19 20:06:09.353352+00,regular,,,,,,,,,,,,,,,,
8744,1606,100.0,money_back,2020-05-06 22:13:35.91687+00,2020-11-04 12:55:14.814182+00,4715.0,2020-05-07 09:24:24.551786+00,,2020-05-31 22:00:00+00,2020-05-08,2020-06-09 22:50:06.964601+00,regular,,,,,,,,,,,,,,,,
8745,849,100.0,money_back,2020-03-11 13:17:28.586212+00,2020-11-04 12:55:15.274804+00,3121.0,2020-03-11 14:48:02.307383+00,,2020-04-06 22:00:00+00,2020-03-13,2020-04-15 20:50:38.366379+00,regular,,,,,,,,,,,,,,,,
8746,1939,100.0,money_back,2020-05-17 00:34:32.724354+00,2020-11-04 12:55:14.934323+00,4797.0,2020-05-17 17:28:47.498886+00,,2020-05-31 22:00:00+00,2020-05-19,2020-06-09 22:50:26.490089+00,regular,,,,,,,,,,,,,,,,
8747,1423,100.0,money_back,2020-04-28 17:01:42.355211+00,2020-11-04 12:55:17.491567+00,,2020-04-28 17:34:42.29782+00,3715.0,2020-05-04 22:00:00+00,2020-05-01,2020-05-13 20:40:53.756436+00,regular,,,,,,,,,,,,,,,,
8748,4577,100.0,money_back,2020-06-22 06:52:04.218444+00,2020-12-18 13:08:34.163316+00,20314.0,2020-06-22 18:19:22.250912+00,,2020-07-06 22:00:00+00,2020-06-24,2020-07-07 22:00:00+00,regular,,,,,,,,,,,,,,,,
8749,1239,50.0,money_back,2020-04-16 17:27:53.592485+00,2020-11-04 12:54:48.304549+00,6823.0,2020-04-17 09:19:43.478078+00,,2020-05-05 22:00:00+00,2020-04-20,2020-05-14 21:05:31.357359+00,regular,,,,,,,,,,,,,,,,
8750,300,100.0,money_back,2019-12-24 08:23:11.750524+00,2020-11-04 12:55:58.788508+00,1273.0,2019-12-24 13:04:57.968282+00,,2020-03-11 23:00:00+00,2019-12-27,2020-03-20 23:10:13.167496+00,regular,,,,,,,,,,,,,,,,
8751,1449,100.0,money_back,2020-04-29 16:03:35.913951+00,2020-11-04 12:54:55.002312+00,8157.0,2020-04-30 09:57:18.182398+00,,2020-05-24 22:00:00+00,2020-05-01,2020-06-02 20:05:19.825616+00,regular,,,,,,,,,,,,,,,,
8756,1402,50.0,money_back,2020-04-28 01:43:55.837391+00,2020-11-04 12:54:52.617253+00,,2020-04-28 09:41:24.179418+00,3321.0,2020-05-06 22:00:00+00,2020-05-01,2020-05-15 21:35:29.882856+00,regular,,,,,,,,,,,,,,,,
8757,164,100.0,money_back,2019-12-15 11:53:05.679833+00,2020-11-04 12:55:45.268387+00,1072.0,2019-12-15 13:15:33.19214+00,,2019-12-30 23:00:00+00,2019-12-16,,regular,,,,,,,,,,,,,,,,
8759,1254,100.0,money_back,2020-04-17 08:53:58.723284+00,2020-11-04 12:55:24.666784+00,1795.0,2020-04-17 17:12:39.488934+00,,2020-05-03 22:00:00+00,2020-04-20,2020-05-12 20:20:41.167018+00,regular,,,,,,,,,,,,,,,,
8760,834,100.0,money_back,2020-03-09 19:30:37.687612+00,2020-11-04 12:55:33.86105+00,1280.0,2020-03-10 12:04:02.035556+00,,2020-05-05 22:00:00+00,2020-03-12,2020-05-14 21:05:56.573978+00,regular,,,,,,,,,,,,,,,,
8761,833,100.0,money_back,2020-03-09 19:14:25.01408+00,2020-11-04 12:55:59.512187+00,1615.0,2020-03-10 11:51:24.570844+00,,2020-03-31 22:00:00+00,2020-03-11,2020-04-09 21:17:50.031063+00,regular,,,,,,,,,,,,,,,,
8762,1005,30.0,money_back,2020-03-29 09:47:19.982102+00,2020-11-04 12:55:47.513837+00,3022.0,2020-03-30 09:47:07.417648+00,,2020-05-03 22:00:00+00,2020-03-30,2020-05-12 20:21:08.515645+00,regular,,,,,,,,,,,,,,,,
8763,380,100.0,money_back,2020-01-06 11:02:59.58757+00,2020-11-04 12:54:57.8107+00,1025.0,2020-01-06 12:55:40.459097+00,,2020-01-30 23:00:00+00,2020-01-07,,regular,,,,,,,,,,,,,,,,
8767,1320,100.0,money_back,2020-04-22 08:52:16.295962+00,2020-11-04 12:55:24.490607+00,2800.0,2020-04-22 09:09:46.676118+00,,2020-05-03 22:00:00+00,2020-04-25,2020-05-12 20:20:40.857296+00,regular,,,,,,,,,,,,,,,,
8768,1009,100.0,money_back,2020-03-30 09:50:51.695526+00,2020-11-04 12:55:26.379099+00,274.0,2020-03-30 13:47:40.837166+00,,2020-04-20 22:00:00+00,2020-04-01,2020-04-29 21:10:39.374632+00,regular,,,,,,,,,,,,,,,,
8769,452,100.0,money_back,2020-01-15 18:16:08.016063+00,2020-11-04 12:55:27.402228+00,1136.0,2020-01-16 14:10:28.415011+00,,2020-03-03 23:00:00+00,2020-01-17,2020-03-12 23:30:29.846971+00,regular,,,,,,,,,,,,,,,,
8770,1080,100.0,money_back,2020-04-08 09:41:08.292024+00,2020-11-04 12:55:29.89087+00,2565.0,2020-04-08 10:06:22.433199+00,,2020-04-29 22:00:00+00,2020-04-09,2020-05-07 08:01:48.456039+00,regular,,completed,2020-05-06 20:46:26.162102+00,2020-05-07 08:01:48.461087+00,,,,,,,,,,,,
8771,197,100.0,money_back,2019-12-17 08:06:16.371372+00,2020-11-04 12:54:45.130866+00,521.0,2019-12-17 10:25:23.295741+00,,2020-01-02 23:00:00+00,2019-12-19,,regular,,,,,,,,,,,,,,,,
8772,537,50.0,money_back,2020-01-29 06:15:58.464004+00,2020-11-04 12:54:55.300142+00,2834.0,2020-01-29 14:32:12.539489+00,,2020-04-05 22:00:00+00,2020-01-31,2020-04-14 20:26:23.675359+00,regular,,,,,,,,,,,,,,,,
8773,1067,100.0,money_back,2020-04-07 19:28:31.602494+00,2020-11-04 12:55:26.437551+00,5299.0,2020-04-08 09:52:03.759696+00,,2020-05-04 22:00:00+00,2020-04-08,2020-05-13 20:41:22.008445+00,regular,,,,,,,,,,,,,,,,
8774,1182,100.0,money_back,2020-04-15 05:35:57.076303+00,2020-11-04 12:54:57.455729+00,5280.0,2020-04-15 10:28:16.052398+00,,2020-05-07 22:00:00+00,2020-04-16,2020-05-16 22:00:50.775577+00,regular,,,,,,,,,,,,,,,,
8775,2588,40.0,money_back,2020-06-04 19:05:52.110944+00,2020-12-18 13:08:34.172597+00,10086.0,2020-06-05 10:48:43.003973+00,,2020-06-21 22:00:00+00,2020-06-09,2020-06-22 21:01:11.282014+00,regular,,,,,,,,,,,,,,,,
8776,1133,100.0,money_back,2020-04-10 13:02:31.666977+00,2020-11-04 12:54:48.890835+00,3309.0,2020-04-10 14:52:01.682604+00,,2020-05-06 22:00:00+00,2020-04-16,2020-05-15 21:35:25.965508+00,regular,,,,,,,,,,,,,,,,
8777,1173,100.0,money_back,2020-04-14 21:19:23.344431+00,2020-11-04 12:54:51.988685+00,3364.0,2020-04-15 09:35:15.757897+00,,2020-05-04 22:00:00+00,2020-04-16,2020-05-13 20:40:44.67324+00,regular,,,,,,,,,,,,,,,,
8778,3,1.0,canceled,2019-11-19 13:57:53.511561+00,2020-12-14 10:25:57.710844+00,47.0,2019-11-20 12:16:50+00,,2019-12-05 23:00:00+00,,,regular,,,,,,,,,,,,,,,,
8779,1210,100.0,money_back,2020-04-15 21:58:09.06018+00,2020-11-04 12:54:52.301701+00,6784.0,2020-04-16 09:59:19.908099+00,,2020-05-04 22:00:00+00,2020-04-17,2020-05-13 20:41:02.748427+00,regular,,,,,,,,,,,,,,,,
8780,1252,100.0,money_back,2020-04-17 07:21:41.856572+00,2020-11-04 12:54:58.455051+00,6900.0,2020-04-17 09:04:21.893384+00,,2020-05-04 22:00:00+00,2020-04-21,2020-05-13 20:41:00.291579+00,regular,,,,,,,,,,,,,,,,
8781,309,70.0,money_back,2019-12-26 12:12:41.868001+00,2020-11-04 12:55:39.092651+00,1325.0,2019-12-27 13:53:53.457242+00,,2020-02-05 23:00:00+00,2019-12-31,2020-05-12 14:46:54.48995+00,regular,,completed,2020-03-20 14:12:53.165596+00,2020-05-12 14:46:54.495094+00,,,,,,,,,,,,
8782,1907,100.0,money_back,2020-05-16 07:48:38.864253+00,2020-11-04 12:54:59.865822+00,9278.0,2020-05-16 17:59:18.933921+00,,2020-05-28 22:00:00+00,2020-05-19,2020-06-11 00:54:50.762424+00,regular,,,,,,,,,,,,,,,,
8783,87,100.0,direct_debit_rejected,2019-12-11 09:24:36.176488+00,2020-11-04 12:55:59.091058+00,1176.0,2019-12-11 17:05:54.394287+00,,2020-01-08 23:00:00+00,,,regular,,pending,2020-05-05 13:51:04.178784+00,2020-05-05 13:51:04.207458+00,,,,,,,,,,,,
8784,2040,100.0,money_back,2020-05-19 21:34:44.191345+00,2020-11-04 12:54:54.162867+00,2340.0,2020-05-20 08:23:46.014179+00,,2020-05-31 22:00:00+00,2020-05-23,2020-06-09 22:50:17.150856+00,regular,,,,,,,,,,,,,,,,
8785,2105,100.0,money_back,2020-05-21 18:21:35.562365+00,2020-11-04 12:54:54.287784+00,7851.0,2020-05-22 08:52:22.093287+00,,2020-05-31 22:00:00+00,2020-05-25,2020-06-09 22:50:33.489447+00,regular,,,,,,,,,,,,,,,,
8786,104,100.0,direct_debit_rejected,2019-12-11 22:49:34.597458+00,2020-12-18 22:12:13.380992+00,1016.0,2019-12-18 15:11:29.647735+00,,2020-03-30 22:00:00+00,2019-12-20,,regular,,pending,2020-04-03 08:49:27.784602+00,2020-12-18 22:12:13.401628+00,,,,,,,,,,,,
8787,156,100.0,money_back,2019-12-14 11:45:45.992001+00,2020-11-04 12:55:23.550492+00,,2019-12-14 14:06:51.846761+00,3256.0,2019-12-26 23:00:00+00,2019-12-16,,regular,,,,,,,,,,,,,,,,
8788,2720,100.0,money_back,2020-06-08 13:30:58.049095+00,2020-12-18 13:08:34.187662+00,11036.0,2020-06-09 14:34:15.380726+00,,2020-07-05 13:31:15.418+00,2020-06-11,2020-07-07 15:40:26.499926+00,regular,,,,,,,,,,,,,,,,
8789,1161,100.0,money_back,2020-04-14 09:46:56.705186+00,2020-11-04 12:55:27.272072+00,6533.0,2020-04-14 11:30:37.787799+00,,2020-05-03 22:00:00+00,2020-04-16,2020-05-12 20:20:44.496418+00,regular,,,,,,,,,,,,,,,,
8790,577,100.0,money_back,2020-01-31 18:20:30.248327+00,2020-11-04 12:55:04.095107+00,2735.0,2020-02-01 12:46:58.30488+00,,2020-03-30 22:00:00+00,2020-02-04,2020-05-27 17:35:37.578499+00,regular,,completed,2020-04-02 21:41:18.990436+00,2020-05-27 17:35:37.58582+00,,,,,,,,,,,,
8791,9554,100.0,money_back,2020-07-23 23:29:15.440432+00,2020-12-18 13:08:34.201796+00,34636.0,2020-07-24 08:40:13.062044+00,,2020-08-03 22:00:00+00,2020-07-25,2020-08-04 22:00:00+00,regular,2020-07-30 23:29:15.439994+00,,,,,,,,,,,,,,,
8792,989,100.0,money_back,2020-03-26 00:10:45.922903+00,2020-11-04 12:55:36.387852+00,,2020-03-26 11:06:04.440885+00,14798.0,2020-04-13 22:00:00+00,2020-03-28,2020-04-27 01:22:38.07485+00,regular,,completed,2020-04-16 21:15:38.636684+00,2020-04-27 01:22:38.081492+00,,,,,,,,,,,,
8794,446,100.0,money_back,2020-01-14 22:51:29.76429+00,2020-11-04 12:55:38.641938+00,77.0,2020-01-15 16:00:15.090665+00,,2020-02-03 23:00:00+00,2020-01-17,,regular,,,,,,,,,,,,,,,,
8795,26973,50.0,rejected,2020-11-01 18:17:15.897196+00,2020-11-02 09:03:23.446205+00,,2020-11-02 09:03:23.440475+00,18281.0,2020-11-16 18:17:32.805+00,,,instant,2020-11-01 18:17:28.376374+00,,,,,,,,,,,,,,,
8796,24560,50.0,rejected,2020-10-26 09:22:16.53646+00,2020-10-26 13:57:47.735643+00,964.0,2020-10-26 13:57:47.729329+00,,2020-11-18 22:00:00+00,,,instant,2020-10-26 09:22:26.679332+00,,,,,,,,,,,,,,,
8797,1654,100.0,money_back,2020-05-09 12:50:54.013687+00,2020-11-04 12:55:04.248655+00,2548.0,2020-05-09 13:20:10.194829+00,,2020-05-28 22:00:00+00,2020-05-11,2020-06-06 21:36:09.845661+00,regular,,,,,,,,,,,,,,,,
8798,706,100.0,money_back,2020-02-20 09:21:34.315493+00,2020-11-04 12:55:27.658182+00,2836.0,2020-02-21 08:51:14.893593+00,,2020-03-22 23:00:00+00,2020-02-22,2020-03-31 20:00:45.081488+00,regular,,,,,,,,,,,,,,,,
8799,34,100.0,money_back,2019-12-10 19:22:58.434654+00,2020-11-04 12:55:45.601953+00,1145.0,2019-12-11 10:03:44.680883+00,,2019-12-26 23:00:00+00,2019-12-11,,regular,,,,,,,,,,,,,,,,
8800,881,100.0,money_back,2020-03-15 03:03:29.07168+00,2020-11-04 12:55:27.77543+00,2659.0,2020-03-15 15:51:15.852947+00,,2020-04-20 22:00:00+00,2020-03-17,2020-10-01 22:00:00+00,regular,,completed,2020-04-23 21:15:08.355476+00,2020-04-23 21:15:08.385604+00,,,,,,,,,,,,
